date,jan_code,product_name,quantity,unit_price,sales_amount
2025-01-14,4901592929907,国産 あなご蒲焼,10,690,6900
2025-01-14,4901592928993,豚ハラミ焼 スタミナガーリック,11,600,6600
2025-01-14,4901592928382,国産牛すじ煮込み,8,550,4400
2025-01-14,4901592927354,国産牛すね肉の神戸赤ワイン煮,4,990,3960
2025-01-14,4901592891266,広島県産 かき燻製油漬け,38,690,26220
2025-01-15,4901592932440,北海道産いわしとジュレ 柚子胡椒風,10,325,3250
2025-01-15,4901592932457,北海道産いわしとジュレ 燻製風,11,325,3575
2025-01-15,4901592931955,宮崎県産 日南どり炭火焼,14,570,7980
2025-01-15,4901592931641,めいっぱい焼鳥炭火焼 たれ,20,325,6500
2025-01-15,4901592931658,めいっぱい焼鳥炭火焼 塩,22,325,7150
2025-01-15,4901592931030,宮崎県産 霧島黒豚角煮,8,820,6560
2025-01-15,4901592930330,九州産 ぶりあら炊き,10,570,5700
2025-01-15,4901592929891,北海道・噴火湾産 ほたてのチャンジャ,9,840,7560
2025-01-15,4901592929884,湖南風 豚肉の旨辛スパイス,7,580,4060
2025-01-15,4901592929907,国産 あなご蒲焼,9,690,6210
2025-01-15,4901592928993,豚ハラミ焼 スタミナガーリック,17,600,10200
2025-01-15,4901592928382,国産牛すじ煮込み,9,550,4950
2025-01-15,4901592927354,国産牛すね肉の神戸赤ワイン煮,6,990,5940
2025-01-15,4901592918260,激辛ハバネロサーディン,1,550,550
2025-01-15,4901592891266,広島県産 かき燻製油漬け,22,690,15180
2025-01-16,4901592932440,北海道産いわしとジュレ 柚子胡椒風,12,325,3900
2025-01-16,4901592932457,北海道産いわしとジュレ 燻製風,10,325,3250
2025-01-16,4901592931955,宮崎県産 日南どり炭火焼,18,570,10260
2025-01-16,4901592931641,めいっぱい焼鳥炭火焼 たれ,17,325,5525
2025-01-16,4901592931658,めいっぱい焼鳥炭火焼 塩,22,325,7150
2025-01-16,4901592931030,宮崎県産 霧島黒豚角煮,5,820,4100
2025-01-16,4901592930330,九州産 ぶりあら炊き,8,570,4560
2025-01-16,4901592929891,北海道・噴火湾産 ほたてのチャンジャ,8,840,6720
2025-01-16,4901592929884,湖南風 豚肉の旨辛スパイス,11,580,6380
2025-01-16,4901592929907,国産 あなご蒲焼,9,690,6210
2025-01-16,4901592928993,豚ハラミ焼 スタミナガーリック,10,600,6000
2025-01-16,4901592928382,国産牛すじ煮込み,11,550,6050
2025-01-16,4901592927354,国産牛すね肉の神戸赤ワイン煮,5,990,4950
2025-01-16,4901592918260,激辛ハバネロサーディン,1,550,550
2025-01-16,4901592891266,広島県産 かき燻製油漬け,32,690,22080
2025-01-17,4901592932440,北海道産いわしとジュレ 柚子胡椒風,11,325,3575
2025-01-17,4901592932457,北海道産いわしとジュレ 燻製風,10,325,3250
2025-01-17,4901592931955,宮崎県産 日南どり炭火焼,15,570,8550
2025-01-17,4901592931641,めいっぱい焼鳥炭火焼 たれ,27,325,8775
2025-01-17,4901592931658,めいっぱい焼鳥炭火焼 塩,14,325,4550
2025-01-17,4901592931030,宮崎県産 霧島黒豚角煮,7,820,5740
2025-01-17,4901592930330,九州産 ぶりあら炊き,8,570,4560
2025-01-17,4901592929891,北海道・噴火湾産 ほたてのチャンジャ,7,840,5880
2025-01-17,4901592929884,湖南風 豚肉の旨辛スパイス,11,580,6380
2025-01-17,4901592929907,国産 あなご蒲焼,9,690,6210
2025-01-17,4901592928993,豚ハラミ焼 スタミナガーリック,12,600,7200
2025-01-17,4901592928382,国産牛すじ煮込み,10,550,5500
2025-01-17,4901592927354,国産牛すね肉の神戸赤ワイン煮,4,990,3960
2025-01-17,4901592891266,広島県産 かき燻製油漬け,38,690,26220
2025-01-18,4901592932440,北海道産いわしとジュレ 柚子胡椒風,20,325,6500
2025-01-18,4901592932457,北海道産いわしとジュレ 燻製風,9,325,2925
2025-01-18,4901592931955,宮崎県産 日南どり炭火焼,16,570,9120
2025-01-18,4901592931641,めいっぱい焼鳥炭火焼 たれ,24,325,7800
2025-01-18,4901592931658,めいっぱい焼鳥炭火焼 塩,29,325,9425
2025-01-18,4901592931030,宮崎県産 霧島黒豚角煮,11,820,9020
2025-01-18,4901592930330,九州産 ぶりあら炊き,15,570,8550
2025-01-18,4901592929891,北海道・噴火湾産 ほたてのチャンジャ,9,840,7560
2025-01-18,4901592929884,湖南風 豚肉の旨辛スパイス,10,580,5800
2025-01-18,4901592929907,国産 あなご蒲焼,17,690,11730
2025-01-18,4901592928993,豚ハラミ焼 スタミナガーリック,20,600,12000
2025-01-18,4901592928382,国産牛すじ煮込み,12,550,6600
2025-01-18,4901592927354,国産牛すね肉の神戸赤ワイン煮,10,990,9900
2025-01-18,4901592918260,激辛ハバネロサーディン,1,550,550
2025-01-18,4901592891266,広島県産 かき燻製油漬け,27,690,18630
2025-01-19,4901592932440,北海道産いわしとジュレ 柚子胡椒風,18,325,5850
2025-01-19,4901592932457,北海道産いわしとジュレ 燻製風,11,325,3575
2025-01-19,4901592931955,宮崎県産 日南どり炭火焼,21,570,11970
2025-01-19,4901592931641,めいっぱい焼鳥炭火焼 たれ,36,325,11700
2025-01-19,4901592931658,めいっぱい焼鳥炭火焼 塩,18,325,5850
2025-01-19,4901592931030,宮崎県産 霧島黒豚角煮,7,820,5740
2025-01-19,4901592930330,九州産 ぶりあら炊き,9,570,5130
2025-01-19,4901592929891,北海道・噴火湾産 ほたてのチャンジャ,10,840,8400
2025-01-19,4901592929884,湖南風 豚肉の旨辛スパイス,11,580,6380
2025-01-19,4901592929907,国産 あなご蒲焼,15,690,10350
2025-01-19,4901592928993,豚ハラミ焼 スタミナガーリック,20,600,12000
2025-01-19,4901592928382,国産牛すじ煮込み,9,550,4950
2025-01-19,4901592927354,国産牛すね肉の神戸赤ワイン煮,8,990,7920
2025-01-19,4901592918260,激辛ハバネロサーディン,1,550,550
2025-01-19,4901592891266,広島県産 かき燻製油漬け,38,690,26220
2025-01-20,4901592932440,北海道産いわしとジュレ 柚子胡椒風,14,325,4550
2025-01-20,4901592932457,北海道産いわしとジュレ 燻製風,12,325,3900
2025-01-20,4901592931955,宮崎県産 日南どり炭火焼,11,570,6270
2025-01-20,4901592931641,めいっぱい焼鳥炭火焼 たれ,20,325,6500
2025-01-20,4901592931658,めいっぱい焼鳥炭火焼 塩,15,325,4875
2025-01-20,4901592931030,宮崎県産 霧島黒豚角煮,5,820,4100
2025-01-20,4901592930330,九州産 ぶりあら炊き,11,570,6270
2025-01-20,4901592929891,北海道・噴火湾産 ほたてのチャンジャ,8,840,6720
2025-01-20,4901592929884,湖南風 豚肉の旨辛スパイス,8,580,4640
2025-01-20,4901592929907,国産 あなご蒲焼,12,690,8280
2025-01-20,4901592928993,豚ハラミ焼 スタミナガーリック,14,600,8400
2025-01-20,4901592928382,国産牛すじ煮込み,8,550,4400
2025-01-20,4901592927354,国産牛すね肉の神戸赤ワイン煮,4,990,3960
2025-01-20,4901592891266,広島県産 かき燻製油漬け,36,690,24840
2025-01-21,4901592932440,北海道産いわしとジュレ 柚子胡椒風,14,325,4550
2025-01-21,4901592932457,北海道産いわしとジュレ 燻製風,10,325,3250
2025-01-21,4901592931955,宮崎県産 日南どり炭火焼,18,570,10260
2025-01-21,4901592931641,めいっぱい焼鳥炭火焼 たれ,23,325,7475
2025-01-21,4901592931658,めいっぱい焼鳥炭火焼 塩,14,325,4550
2025-01-21,4901592931030,宮崎県産 霧島黒豚角煮,5,820,4100
2025-01-21,4901592930330,九州産 ぶりあら炊き,8,570,4560
2025-01-21,4901592929891,北海道・噴火湾産 ほたてのチャンジャ,9,840,7560
2025-01-21,4901592929884,湖南風 豚肉の旨辛スパイス,11,580,6380
2025-01-21,4901592929907,国産 あなご蒲焼,13,690,8970
2025-01-21,4901592928993,豚ハラミ焼 スタミナガーリック,17,600,10200
2025-01-21,4901592928382,国産牛すじ煮込み,7,550,3850
2025-01-21,4901592927354,国産牛すね肉の神戸赤ワイン煮,5,990,4950
2025-01-21,4901592891266,広島県産 かき燻製油漬け,35,690,24150
2025-01-22,4901592932440,北海道産いわしとジュレ 柚子胡椒風,14,325,4550
2025-01-22,4901592932457,北海道産いわしとジュレ 燻製風,9,325,2925
2025-01-22,4901592931955,宮崎県産 日南どり炭火焼,16,570,9120
2025-01-22,4901592931641,めいっぱい焼鳥炭火焼 たれ,17,325,5525
2025-01-22,4901592931658,めいっぱい焼鳥炭火焼 塩,22,325,7150
2025-01-22,4901592931030,宮崎県産 霧島黒豚角煮,9,820,7380
2025-01-22,4901592930330,九州産 ぶりあら炊き,12,570,6840
2025-01-22,4901592929891,北海道・噴火湾産 ほたてのチャンジャ,9,840,7560
2025-01-22,4901592929884,湖南風 豚肉の旨辛スパイス,12,580,6960
2025-01-22,4901592929907,国産 あなご蒲焼,7,690,4830
2025-01-22,4901592928993,豚ハラミ焼 スタミナガーリック,15,600,9000
2025-01-22,4901592928382,国産牛すじ煮込み,8,550,4400
2025-01-22,4901592927354,国産牛すね肉の神戸赤ワイン煮,7,990,6930
2025-01-22,4901592918260,激辛ハバネロサーディン,1,550,550
2025-01-22,4901592891266,広島県産 かき燻製油漬け,36,690,24840
2025-01-23,4901592932440,北海道産いわしとジュレ 柚子胡椒風,14,325,4550
2025-01-23,4901592932457,北海道産いわしとジュレ 燻製風,8,325,2600
2025-01-23,4901592931955,宮崎県産 日南どり炭火焼,17,570,9690
2025-01-23,4901592931641,めいっぱい焼鳥炭火焼 たれ,16,325,5200
2025-01-23,4901592931658,めいっぱい焼鳥炭火焼 塩,22,325,7150
2025-01-23,4901592931030,宮崎県産 霧島黒豚角煮,9,820,7380
2025-01-23,4901592930330,九州産 ぶりあら炊き,8,570,4560
2025-01-23,4901592929891,北海道・噴火湾産 ほたてのチャンジャ,9,840,7560
2025-01-23,4901592929884,湖南風 豚肉の旨辛スパイス,9,580,5220
2025-01-23,4901592929907,国産 あなご蒲焼,9,690,6210
2025-01-23,4901592928993,豚ハラミ焼 スタミナガーリック,16,600,9600
2025-01-23,4901592928382,国産牛すじ煮込み,7,550,3850
2025-01-23,4901592927354,国産牛すね肉の神戸赤ワイン煮,4,990,3960
2025-01-23,4901592891266,広島県産 かき燻製油漬け,26,690,17940
2025-01-24,4901592932440,北海道産いわしとジュレ 柚子胡椒風,14,325,4550
2025-01-24,4901592932457,北海道産いわしとジュレ 燻製風,12,325,3900
2025-01-24,4901592931955,宮崎県産 日南どり炭火焼,13,570,7410
2025-01-24,4901592931641,めいっぱい焼鳥炭火焼 たれ,23,325,7475
2025-01-24,4901592931658,めいっぱい焼鳥炭火焼 塩,16,325,5200
2025-01-24,4901592931030,宮崎県産 霧島黒豚角煮,10,820,8200
2025-01-24,4901592930330,九州産 ぶりあら炊き,10,570,5700
2025-01-24,4901592929891,北海道・噴火湾産 ほたてのチャンジャ,10,840,8400
2025-01-24,4901592929884,湖南風 豚肉の旨辛スパイス,7,580,4060
2025-01-24,4901592929907,国産 あなご蒲焼,14,690,9660
2025-01-24,4901592928993,豚ハラミ焼 スタミナガーリック,11,600,6600
2025-01-24,4901592928382,国産牛すじ煮込み,11,550,6050
2025-01-24,4901592927354,国産牛すね肉の神戸赤ワイン煮,5,990,4950
2025-01-24,4901592891266,広島県産 かき燻製油漬け,28,690,19320
2025-01-25,4901592932440,北海道産いわしとジュレ 柚子胡椒風,17,325,5525
2025-01-25,4901592932457,北海道産いわしとジュレ 燻製風,11,325,3575
2025-01-25,4901592931955,宮崎県産 日南どり炭火焼,20,570,11400
2025-01-25,4901592931641,めいっぱい焼鳥炭火焼 たれ,28,325,9100
2025-01-25,4901592931658,めいっぱい焼鳥炭火焼 塩,21,325,6825
2025-01-25,4901592931030,宮崎県産 霧島黒豚角煮,10,820,8200
2025-01-25,4901592930330,九州産 ぶりあら炊き,11,570,6270
2025-01-25,4901592929891,北海道・噴火湾産 ほたてのチャンジャ,11,840,9240
2025-01-25,4901592929884,湖南風 豚肉の旨辛スパイス,9,580,5220
2025-01-25,4901592929907,国産 あなご蒲焼,17,690,11730
2025-01-25,4901592928993,豚ハラミ焼 スタミナガーリック,18,600,10800
2025-01-25,4901592928382,国産牛すじ煮込み,13,550,7150
2025-01-25,4901592927354,国産牛すね肉の神戸赤ワイン煮,8,990,7920
2025-01-25,4901592918260,激辛ハバネロサーディン,1,550,550
2025-01-25,4901592891266,広島県産 かき燻製油漬け,35,690,24150
2025-01-26,4901592932440,北海道産いわしとジュレ 柚子胡椒風,11,325,3575
2025-01-26,4901592932457,北海道産いわしとジュレ 燻製風,14,325,4550
2025-01-26,4901592931955,宮崎県産 日南どり炭火焼,17,570,9690
2025-01-26,4901592931641,めいっぱい焼鳥炭火焼 たれ,25,325,8125
